order_id,order_date,product,category,region,units,unit_price,revenue
ORD-0351,2025-08-07,Bookshelf,Furniture,North,13,129.99,1689.87
ORD-0352,2025-03-13,Logo T-Shirt,Apparel,South,6,18.99,113.94
ORD-0353,2025-05-01,Bluetooth Speaker,Electronics,East,13,59.99,779.87
ORD-0354,2025-10-21,Stapler,Office Supplies,,19,14.99,284.81
ORD-0355,2025-12-08,Gel Pens 10ct,Office Supplies,East,2,8.99,17.98
ORD-0356,2025-12-27,Monitor Arm,Furniture,North,17,89.99,1529.83
ORD-0357,2025-04-24,Stapler,Office Supplies,South,20,14.99,299.8
ORD-0358,2025-11-07,Hoodie,Apparel,West,15,44.99,674.85
ORD-0359,2025-02-11,Office Chair,Furniture,East,20,189.99,3799.8
ORD-0360,2025-02-01,Mechanical Keyboard,Electronics,South,4,99.99,399.96
ORD-0361,2025-09-24,Office Chair,Furniture,South,11,189.99,2089.89
ORD-0362,2025-08-17,Logo T-Shirt,Apparel,West,17,18.99,322.83
ORD-0363,2025-08-22,Bookshelf,Furniture,West,14,129.99,1819.86
ORD-0364,2025-05-11,Notebook Pack,Office Supplies,South,13,12.99,168.87
ORD-0365,2025-06-26,Wireless Mouse,Electronics,North,14,24.99,349.86
ORD-0366,2025-05-27,Webcam HD,Electronics,South,2,79.99,159.98
ORD-0367,2025-08-18,Baseball Cap,Apparel,West,13,16.99,220.87
ORD-0368,2025-03-10,Logo T-Shirt,Apparel,East,18,18.99,341.82
ORD-0369,2025-07-21,USB-C Hub,Electronics,South,18,39.99,719.82
ORD-0370,2025-08-26,Wireless Mouse,Electronics,West,10,24.99,249.9
ORD-0371,2025-08-24,Hoodie,Apparel,East,8,44.99,359.92
ORD-0372,2025-12-05,Desk Lamp,Furniture,North,2,34.99,69.98
ORD-0373,2025-02-21,Office Chair,Furniture,West,3,189.99,569.97
ORD-0374,2025-07-25,USB-C Hub,Electronics,South,2,39.99,79.98
ORD-0375,2025-05-29,USB-C Hub,Electronics,East,17,39.99,679.83
ORD-0376,2025-03-15,Gel Pens 10ct,Office Supplies,South,10,8.99,89.9
ORD-0377,2025-02-01,Baseball Cap,Apparel,South,9,16.99,152.91
ORD-0378,2025-01-25,Rain Jacket,Apparel,West,16,69.99,1119.84
ORD-0379,2025-03-18,Paper Ream,Office Supplies,South,14,9.99,139.86
ORD-0380,2025-06-03,Hoodie,Apparel,South,8,44.99,359.92
ORD-0381,2025-07-31,Logo T-Shirt,Apparel,South,18,18.99,341.82
ORD-0382,2025-04-15,Hoodie,Apparel,North,9,44.99,404.91
ORD-0383,2025-10-02,Baseball Cap,Apparel,South,3,16.99,50.97
ORD-0384,2025-12-11,Bluetooth Speaker,Electronics,North,13,59.99,779.87
ORD-0385,2025-12-10,USB-C Hub,Electronics,West,19,39.99,759.81
ORD-0386,2025-01-08,Standing Desk,Furniture,South,10,449.99,4499.9
ORD-0387,2025-12-23,Webcam HD,Electronics,South,8,79.99,639.92
ORD-0388,2025-06-14,Hoodie,Apparel,West,18,44.99,809.82
ORD-0389,2025-06-07,Rain Jacket,Apparel,West,12,69.99,839.88
ORD-0390,2025-06-13,Logo T-Shirt,Apparel,East,16,18.99,303.84
ORD-0391,2025-10-16,Paper Ream,Office Supplies,South,2,9.99,19.98
ORD-0392,2025-10-27,Bluetooth Speaker,Electronics,West,18,59.99,1079.82
ORD-0393,2025-06-18,Gel Pens 10ct,Office Supplies,South,7,8.99,62.93
ORD-0394,2025-05-12,Rain Jacket,Apparel,West,11,69.99,769.89
ORD-0395,2025-06-30,Socks 3-Pack,Apparel,West,6,11.99,71.94
ORD-0396,2025-09-26,Bookshelf,Furniture,North,2,129.99,259.98
ORD-0397,2025-03-12,Wireless Mouse,Electronics,South,14,24.99,349.86
ORD-0398,2025-04-22,USB-C Hub,Electronics,East,1,39.99,39.99
ORD-0399,2025-09-05,Mechanical Keyboard,Electronics,North,20,99.99,1999.8
ORD-0400,2025-07-30,Mechanical Keyboard,Electronics,,18,99.99,1799.82
ORD-0401,2025-01-09,Desk Organizer,Office Supplies,West,10,19.99,199.9
ORD-0402,2025-09-26,Desk Lamp,Furniture,South,4,34.99,139.96
ORD-0403,2025-07-23,Stapler,Office Supplies,West,9,14.99,134.91
ORD-0404,2025-12-23,Rain Jacket,Apparel,North,8,69.99,559.92
ORD-0405,2025-07-14,Wireless Mouse,Electronics,West,13,24.99,324.87
ORD-0406,2025-02-12,Wireless Mouse,Electronics,West,6,24.99,149.94
ORD-0407,2025-09-28,Desk Organizer,Office Supplies,South,4,19.99,79.96
ORD-0408,2025-05-19,Bookshelf,Furniture,North,16,129.99,2079.84
ORD-0409,2025-12-03,Desk Organizer,Office Supplies,East,19,19.99,379.81
ORD-0410,2025-03-15,USB-C Hub,Electronics,West,19,39.99,759.81
ORD-0411,2025-10-16,Bluetooth Speaker,Electronics,West,6,59.99,359.94
ORD-0412,2025-12-19,Paper Ream,Office Supplies,East,5,9.99,49.95
ORD-0413,2025-04-29,Wireless Mouse,Electronics,East,14,24.99,349.86
ORD-0414,2025-11-21,Baseball Cap,Apparel,West,1,16.99,16.99
ORD-0415,2025-10-11,Hoodie,Apparel,West,12,44.99,539.88
ORD-0416,2025-02-13,Bookshelf,Furniture,East,13,129.99,1689.87
ORD-0417,2025-05-18,Desk Lamp,Furniture,South,3,34.99,104.97
ORD-0418,2025-02-24,Baseball Cap,Apparel,East,12,16.99,203.88
ORD-0419,2025-02-22,Baseball Cap,Apparel,South,9,16.99,152.91
ORD-0420,2025-10-12,Socks 3-Pack,Apparel,North,18,11.99,215.82
ORD-0421,2025-10-11,Wireless Mouse,Electronics,East,12,24.99,299.88
ORD-0422,2025-07-31,Logo T-Shirt,Apparel,North,10,18.99,189.9
ORD-0423,2025-03-28,Bookshelf,Furniture,South,17,129.99,2209.83
ORD-0424,2025-05-18,Standing Desk,Furniture,North,10,449.99,4499.9
ORD-0425,2025-08-04,Monitor Arm,Furniture,North,9,89.99,809.91
ORD-0426,2025-11-17,Stapler,Office Supplies,South,8,14.99,119.92
ORD-0427,2025-06-05,Logo T-Shirt,Apparel,,5,18.99,94.95
ORD-0428,2025-07-14,Baseball Cap,Apparel,East,20,16.99,339.8
ORD-0429,2025-11-30,Baseball Cap,Apparel,South,14,16.99,237.86
ORD-0430,2025-12-22,Stapler,Office Supplies,East,20,14.99,299.8
ORD-0431,2025-05-30,Monitor Arm,Furniture,West,11,89.99,989.89
ORD-0432,2025-05-24,Standing Desk,Furniture,West,13,449.99,5849.87
ORD-0433,2025-04-13,Notebook Pack,Office Supplies,South,19,12.99,246.81
ORD-0434,2025-08-13,Webcam HD,Electronics,North,7,79.99,559.93
ORD-0435,2025-11-21,Socks 3-Pack,Apparel,East,5,11.99,59.95
ORD-0436,2025-02-07,Monitor Arm,Furniture,West,13,89.99,1169.87
ORD-0437,2025-12-21,Rain Jacket,Apparel,North,17,69.99,1189.83
ORD-0438,2025-11-23,Desk Organizer,Office Supplies,North,20,19.99,399.8
ORD-0439,2025-11-28,Standing Desk,Furniture,West,6,449.99,2699.94
ORD-0440,2025-01-06,Paper Ream,Office Supplies,South,4,9.99,39.96
ORD-0441,2025-07-20,Monitor Arm,Furniture,South,12,89.99,1079.88
ORD-0442,2025-02-23,Notebook Pack,Office Supplies,North,16,12.99,207.84
ORD-0443,2025-06-09,USB-C Hub,Electronics,South,12,39.99,479.88
ORD-0444,2025-02-19,Baseball Cap,Apparel,West,16,16.99,271.84
ORD-0445,2025-01-23,Notebook Pack,Office Supplies,North,10,12.99,129.9
ORD-0446,2025-12-13,Bluetooth Speaker,Electronics,South,4,59.99,239.96
ORD-0447,2025-06-19,Bookshelf,Furniture,West,6,129.99,779.94
ORD-0448,2025-04-06,Monitor Arm,Furniture,West,6,89.99,539.94
ORD-0449,2025-04-12,Logo T-Shirt,Apparel,West,20,18.99,379.8
ORD-0450,2025-04-16,Logo T-Shirt,Apparel,North,7,18.99,132.93
ORD-0451,2025-07-07,Mechanical Keyboard,Electronics,West,6,99.99,599.94
ORD-0452,2025-09-28,Bluetooth Speaker,Electronics,East,16,59.99,959.84
ORD-0453,2025-10-28,Rain Jacket,Apparel,East,13,69.99,909.87
ORD-0454,2025-12-11,Rain Jacket,Apparel,East,6,69.99,419.94
ORD-0455,2025-03-02,USB-C Hub,Electronics,North,11,39.99,439.89
ORD-0456,2025-09-19,Standing Desk,Furniture,South,5,449.99,2249.95
ORD-0457,2025-09-07,Socks 3-Pack,Apparel,South,6,11.99,71.94
ORD-0458,2025-03-13,Monitor Arm,Furniture,West,10,89.99,899.9
ORD-0459,2025-09-06,Bluetooth Speaker,Electronics,West,1,59.99,59.99
ORD-0460,2025-08-01,Socks 3-Pack,Apparel,West,16,11.99,191.84
ORD-0461,2025-10-17,Hoodie,Apparel,South,3,44.99,134.97
ORD-0462,2025-04-26,Notebook Pack,Office Supplies,South,9,12.99,116.91
ORD-0463,2025-10-09,Rain Jacket,Apparel,North,16,69.99,1119.84
ORD-0464,2025-10-05,Desk Organizer,Office Supplies,North,12,19.99,239.88
ORD-0465,2025-08-06,Rain Jacket,Apparel,South,7,69.99,489.93
ORD-0466,2025-05-15,Notebook Pack,Office Supplies,North,15,12.99,194.85
ORD-0467,2025-04-18,Logo T-Shirt,Apparel,East,8,18.99,151.92
ORD-0468,2025-03-13,Hoodie,Apparel,South,20,44.99,899.8
ORD-0469,2025-09-30,Mechanical Keyboard,Electronics,South,12,99.99,1199.88
ORD-0470,2025-10-21,Stapler,Office Supplies,North,10,14.99,149.9
ORD-0471,2025-05-22,Monitor Arm,Furniture,South,2,89.99,179.98
ORD-0472,2025-12-31,Office Chair,Furniture,South,5,189.99,949.95
ORD-0473,2025-10-23,Socks 3-Pack,Apparel,West,5,11.99,59.95
ORD-0474,2025-11-21,Socks 3-Pack,Apparel,North,3,11.99,35.97
ORD-0475,2025-12-22,Rain Jacket,Apparel,East,9,69.99,629.91
ORD-0476,2025-10-25,Socks 3-Pack,Apparel,,11,11.99,131.89
ORD-0477,2025-02-02,Webcam HD,Electronics,West,12,79.99,959.88
ORD-0478,2025-09-11,Monitor Arm,Furniture,East,7,89.99,629.93
ORD-0479,2025-03-08,Desk Organizer,Office Supplies,West,19,19.99,379.81
ORD-0480,2025-02-20,Notebook Pack,Office Supplies,West,2,12.99,25.98
ORD-0481,2025-08-14,Wireless Mouse,Electronics,West,6,24.99,149.94
ORD-0482,2025-03-23,Office Chair,Furniture,East,10,189.99,1899.9
ORD-0483,2025-02-12,Bluetooth Speaker,Electronics,South,9,59.99,539.91
ORD-0484,2025-12-25,Webcam HD,Electronics,West,10,79.99,799.9
ORD-0485,2025-04-20,Wireless Mouse,Electronics,South,1,24.99,24.99
ORD-0486,2025-01-05,Bookshelf,Furniture,,15,129.99,1949.85
ORD-0487,2025-12-22,Notebook Pack,Office Supplies,North,14,12.99,181.86
ORD-0488,2025-02-22,Monitor Arm,Furniture,East,3,89.99,269.97
ORD-0489,2025-03-10,Gel Pens 10ct,Office Supplies,South,13,8.99,116.87
ORD-0490,2025-01-05,Mechanical Keyboard,Electronics,South,19,99.99,1899.81
ORD-0491,2025-11-18,Baseball Cap,Apparel,West,7,16.99,118.93
ORD-0492,2025-02-21,Hoodie,Apparel,North,3,44.99,134.97
ORD-0493,2025-06-11,Baseball Cap,Apparel,South,14,16.99,237.86
ORD-0494,2025-10-11,Notebook Pack,Office Supplies,East,8,12.99,103.92
ORD-0495,2025-09-23,Bluetooth Speaker,Electronics,South,7,59.99,419.93
ORD-0496,2025-05-03,Baseball Cap,Apparel,North,2,16.99,33.98
ORD-0497,2025-02-06,Monitor Arm,Furniture,North,20,89.99,1799.8
ORD-0498,2025-07-18,Stapler,Office Supplies,West,5,14.99,74.95
ORD-0499,2025-08-30,Desk Organizer,Office Supplies,North,6,19.99,119.94
ORD-0500,2025-01-08,Mechanical Keyboard,Electronics,North,3,99.99,299.97
ORD-0501,2025-05-27,Webcam HD,Electronics,West,17,79.99,1359.83
ORD-0502,2025-11-24,Socks 3-Pack,Apparel,South,3,11.99,35.97
ORD-0503,2025-02-10,Notebook Pack,Office Supplies,South,10,12.99,129.9
ORD-0504,2025-07-20,Bookshelf,Furniture,North,11,129.99,1429.89
ORD-0505,2025-01-30,Paper Ream,Office Supplies,West,8,9.99,79.92
ORD-0506,2025-11-08,Webcam HD,Electronics,South,20,79.99,1599.8
ORD-0507,2025-12-26,Wireless Mouse,Electronics,,5,24.99,124.95
ORD-0508,2025-09-22,Baseball Cap,Apparel,East,17,16.99,288.83
ORD-0509,2025-05-18,Standing Desk,Furniture,North,5,449.99,2249.95
ORD-0510,2025-05-20,Bluetooth Speaker,Electronics,East,14,59.99,839.86
ORD-0511,2025-09-19,Webcam HD,Electronics,West,15,79.99,1199.85
ORD-0512,2025-05-11,Standing Desk,Furniture,North,6,449.99,2699.94
ORD-0513,2025-01-23,Bookshelf,Furniture,North,1,129.99,129.99
ORD-0514,2025-07-06,Desk Lamp,Furniture,South,16,34.99,559.84
ORD-0515,2025-12-02,Desk Lamp,Furniture,East,18,34.99,629.82
ORD-0516,2025-05-19,Monitor Arm,Furniture,East,11,89.99,989.89
ORD-0517,2025-04-02,Mechanical Keyboard,Electronics,North,2,99.99,199.98
ORD-0518,2025-05-25,Logo T-Shirt,Apparel,East,15,18.99,284.85
ORD-0519,2025-08-22,Notebook Pack,Office Supplies,,18,12.99,233.82
ORD-0520,2025-06-05,Standing Desk,Furniture,South,19,449.99,8549.81
ORD-0521,2025-09-10,Baseball Cap,Apparel,South,19,16.99,322.81
ORD-0522,2025-07-29,Office Chair,Furniture,,1,189.99,189.99
ORD-0523,2025-01-01,Notebook Pack,Office Supplies,West,11,12.99,142.89
ORD-0524,2025-09-29,Notebook Pack,Office Supplies,West,7,12.99,90.93
ORD-0525,2025-12-31,Logo T-Shirt,Apparel,North,5,18.99,94.95
ORD-0526,2025-12-25,Bookshelf,Furniture,West,14,129.99,1819.86
ORD-0527,2025-09-16,Mechanical Keyboard,Electronics,West,4,99.99,399.96
ORD-0528,2025-02-01,Mechanical Keyboard,Electronics,South,19,99.99,1899.81
ORD-0529,2025-06-11,Standing Desk,Furniture,West,9,449.99,4049.91
ORD-0530,2025-05-20,Stapler,Office Supplies,South,15,14.99,224.85
ORD-0531,2025-03-21,Bookshelf,Furniture,West,4,129.99,519.96
ORD-0532,2025-03-03,Baseball Cap,Apparel,South,14,16.99,237.86
ORD-0533,2025-05-16,Baseball Cap,Apparel,North,15,16.99,254.85
ORD-0534,2025-01-21,Standing Desk,Furniture,East,20,449.99,8999.8
ORD-0535,2025-07-02,Desk Lamp,Furniture,North,8,34.99,279.92
ORD-0536,2025-01-16,Stapler,Office Supplies,West,6,14.99,89.94
ORD-0537,2025-02-22,Desk Lamp,Furniture,South,15,34.99,524.85
ORD-0538,2025-04-24,Wireless Mouse,Electronics,West,2,24.99,49.98
ORD-0539,2025-10-28,Notebook Pack,Office Supplies,North,19,12.99,246.81
ORD-0540,2025-11-27,Wireless Mouse,Electronics,South,7,24.99,174.93
ORD-0541,2025-01-22,Bluetooth Speaker,Electronics,North,4,59.99,239.96
ORD-0542,2025-07-22,Bookshelf,Furniture,West,14,129.99,1819.86
ORD-0543,2025-04-20,Hoodie,Apparel,East,12,44.99,539.88
ORD-0544,2025-01-18,Paper Ream,Office Supplies,South,5,9.99,49.95
ORD-0545,2025-10-09,Paper Ream,Office Supplies,North,14,9.99,139.86
ORD-0546,2025-08-03,Paper Ream,Office Supplies,South,5,9.99,49.95
ORD-0547,2025-09-03,Webcam HD,Electronics,West,12,79.99,959.88
ORD-0548,2025-06-14,Desk Organizer,Office Supplies,South,17,19.99,339.83
ORD-0549,2025-04-23,Bluetooth Speaker,Electronics,,20,59.99,1199.8
ORD-0550,2025-09-29,Notebook Pack,Office Supplies,South,16,12.99,207.84
ORD-0551,2025-12-03,Desk Lamp,Furniture,North,8,34.99,279.92
ORD-0552,2025-07-01,Bookshelf,Furniture,South,13,129.99,1689.87
ORD-0553,2025-06-12,Office Chair,Furniture,East,19,189.99,3609.81
ORD-0554,2025-10-16,Bluetooth Speaker,Electronics,South,19,59.99,1139.81
ORD-0555,2025-03-31,Rain Jacket,Apparel,North,10,69.99,699.9
ORD-0556,2025-04-23,USB-C Hub,Electronics,,20,39.99,799.8
ORD-0557,2025-11-11,Logo T-Shirt,Apparel,South,11,18.99,208.89
ORD-0558,2025-01-31,Gel Pens 10ct,Office Supplies,,11,8.99,98.89
ORD-0559,2025-07-06,Desk Lamp,Furniture,East,17,34.99,594.83
ORD-0560,2025-06-22,Rain Jacket,Apparel,South,4,69.99,279.96
ORD-0561,2025-11-29,Monitor Arm,Furniture,East,16,89.99,1439.84
ORD-0562,2025-07-13,Bookshelf,Furniture,East,6,129.99,779.94
ORD-0563,2025-12-26,Office Chair,Furniture,West,1,189.99,189.99
ORD-0564,2025-06-12,USB-C Hub,Electronics,South,20,39.99,799.8
ORD-0565,2025-06-19,Webcam HD,Electronics,South,5,79.99,399.95
ORD-0566,2025-11-22,Stapler,Office Supplies,North,6,14.99,89.94
ORD-0567,2025-05-16,Paper Ream,Office Supplies,North,1,9.99,9.99
ORD-0568,2025-01-01,Stapler,Office Supplies,West,4,14.99,59.96
ORD-0569,2025-09-10,Hoodie,Apparel,East,14,44.99,629.86
ORD-0570,2025-10-23,Logo T-Shirt,Apparel,South,16,18.99,303.84
ORD-0571,2025-01-18,Monitor Arm,Furniture,East,3,89.99,269.97
ORD-0572,2025-06-25,Notebook Pack,Office Supplies,West,3,12.99,38.97
ORD-0573,2025-02-17,Desk Lamp,Furniture,West,18,34.99,629.82
ORD-0574,2025-11-07,Webcam HD,Electronics,South,6,79.99,479.94
ORD-0575,2025-04-16,Wireless Mouse,Electronics,West,11,24.99,274.89
ORD-0576,2025-05-02,Stapler,Office Supplies,West,10,14.99,149.9
ORD-0577,2025-07-04,Hoodie,Apparel,,2,44.99,89.98
ORD-0578,2025-09-03,Bluetooth Speaker,Electronics,North,20,59.99,1199.8
ORD-0579,2025-02-11,Office Chair,Furniture,North,10,189.99,1899.9
ORD-0580,2025-09-08,Paper Ream,Office Supplies,East,16,9.99,159.84
ORD-0581,2025-04-05,Mechanical Keyboard,Electronics,West,13,99.99,1299.87
ORD-0582,2025-01-23,Gel Pens 10ct,Office Supplies,West,15,8.99,134.85
ORD-0583,2025-10-16,Gel Pens 10ct,Office Supplies,North,9,8.99,80.91
ORD-0584,2025-07-31,Bluetooth Speaker,Electronics,South,18,59.99,1079.82
ORD-0585,2025-08-03,Webcam HD,Electronics,West,17,79.99,1359.83
ORD-0586,2025-02-10,Monitor Arm,Furniture,North,10,89.99,899.9
ORD-0587,2025-03-30,Desk Lamp,Furniture,South,15,34.99,524.85
ORD-0588,2025-01-22,Office Chair,Furniture,West,5,189.99,949.95
ORD-0589,2025-05-13,Office Chair,Furniture,North,20,189.99,3799.8
ORD-0590,2025-07-23,Webcam HD,Electronics,East,18,79.99,1439.82
ORD-0591,2025-10-28,Logo T-Shirt,Apparel,West,20,18.99,379.8
ORD-0592,2025-03-17,Webcam HD,Electronics,North,5,79.99,399.95
ORD-0593,2025-05-27,Mechanical Keyboard,Electronics,East,4,99.99,399.96
ORD-0594,2025-12-02,Baseball Cap,Apparel,West,13,16.99,220.87
ORD-0595,2025-07-26,USB-C Hub,Electronics,West,9,39.99,359.91
ORD-0596,2025-12-20,Webcam HD,Electronics,West,11,79.99,879.89
ORD-0597,2025-06-22,Stapler,Office Supplies,East,1,14.99,14.99
ORD-0598,2025-12-23,Stapler,Office Supplies,South,16,14.99,239.84
ORD-0599,2025-06-14,Standing Desk,Furniture,West,15,449.99,6749.85
ORD-0600,2025-04-19,USB-C Hub,Electronics,West,15,39.99,599.85
ORD-0601,2025-01-29,Rain Jacket,Apparel,South,12,69.99,839.88
ORD-0602,2025-07-26,Bluetooth Speaker,Electronics,North,17,59.99,1019.83
ORD-0603,2025-01-30,Office Chair,Furniture,West,7,189.99,1329.93
ORD-0604,2025-05-21,Bluetooth Speaker,Electronics,West,7,59.99,419.93
ORD-0605,2025-05-04,Logo T-Shirt,Apparel,West,1,18.99,18.99
ORD-0606,2025-10-10,Monitor Arm,Furniture,South,19,89.99,1709.81
ORD-0607,2025-01-15,Notebook Pack,Office Supplies,South,10,12.99,129.9
ORD-0608,2025-12-13,Office Chair,Furniture,West,8,189.99,1519.92
ORD-0609,2025-03-09,Wireless Mouse,Electronics,North,16,24.99,399.84
ORD-0610,2025-06-06,Standing Desk,Furniture,East,20,449.99,8999.8
ORD-0611,2025-08-24,Socks 3-Pack,Apparel,West,12,11.99,143.88
ORD-0612,2025-07-23,Desk Organizer,Office Supplies,North,20,19.99,399.8
ORD-0613,2025-11-08,Desk Organizer,Office Supplies,North,20,19.99,399.8
ORD-0614,2025-05-22,Logo T-Shirt,Apparel,East,11,18.99,208.89
ORD-0615,2025-03-18,Stapler,Office Supplies,South,7,14.99,104.93
ORD-0616,2025-12-05,Mechanical Keyboard,Electronics,South,13,99.99,1299.87
ORD-0617,2025-05-13,Webcam HD,Electronics,West,10,79.99,799.9
ORD-0618,2025-12-29,Logo T-Shirt,Apparel,South,19,18.99,360.81
ORD-0619,2025-11-23,Gel Pens 10ct,Office Supplies,East,18,8.99,161.82
ORD-0620,2025-04-03,Gel Pens 10ct,Office Supplies,West,18,8.99,161.82
ORD-0621,2025-04-04,Standing Desk,Furniture,East,18,449.99,8099.82
ORD-0622,2025-04-25,USB-C Hub,Electronics,East,12,39.99,479.88
ORD-0623,2025-05-14,Baseball Cap,Apparel,West,12,16.99,203.88
ORD-0624,2025-11-21,Webcam HD,Electronics,North,2,79.99,159.98
ORD-0625,2025-03-03,Hoodie,Apparel,West,17,44.99,764.83
ORD-0626,2025-03-19,Paper Ream,Office Supplies,South,2,9.99,19.98
ORD-0627,2025-08-23,Paper Ream,Office Supplies,South,19,9.99,189.81
ORD-0628,2025-11-20,Webcam HD,Electronics,East,11,79.99,879.89
ORD-0629,2025-05-21,Wireless Mouse,Electronics,South,15,24.99,374.85
ORD-0630,2025-03-08,Monitor Arm,Furniture,West,3,89.99,269.97
ORD-0631,2025-07-16,Socks 3-Pack,Apparel,,16,11.99,191.84
ORD-0632,2025-06-14,Standing Desk,Furniture,South,1,449.99,449.99
ORD-0633,2025-04-26,Wireless Mouse,Electronics,East,8,24.99,199.92
ORD-0634,2025-07-16,Gel Pens 10ct,Office Supplies,East,4,8.99,35.96
ORD-0635,2025-06-02,Desk Lamp,Furniture,West,2,34.99,69.98
ORD-0636,2025-06-25,Paper Ream,Office Supplies,West,5,9.99,49.95
ORD-0637,2025-07-26,Gel Pens 10ct,Office Supplies,,6,8.99,53.94
ORD-0638,2025-01-12,Office Chair,Furniture,South,7,189.99,1329.93
ORD-0639,2025-07-12,Bluetooth Speaker,Electronics,East,2,59.99,119.98
ORD-0640,2025-12-05,Mechanical Keyboard,Electronics,North,2,99.99,199.98
ORD-0641,2025-08-16,Wireless Mouse,Electronics,East,14,24.99,349.86
ORD-0642,2025-12-22,Hoodie,Apparel,North,7,44.99,314.93
ORD-0643,2025-12-06,Paper Ream,Office Supplies,South,4,9.99,39.96
ORD-0644,2025-11-13,Logo T-Shirt,Apparel,North,17,18.99,322.83
ORD-0645,2025-11-08,Webcam HD,Electronics,East,7,79.99,559.93
ORD-0646,2025-06-01,Standing Desk,Furniture,West,14,449.99,6299.86
ORD-0647,2025-05-01,Monitor Arm,Furniture,,11,89.99,989.89
ORD-0648,2025-12-09,Wireless Mouse,Electronics,North,19,24.99,474.81
ORD-0649,2025-11-26,Wireless Mouse,Electronics,East,9,24.99,224.91
ORD-0650,2025-02-21,Paper Ream,Office Supplies,North,2,9.99,19.98
ORD-0651,2025-08-07,Stapler,Office Supplies,North,11,14.99,164.89
ORD-0652,2025-12-06,Wireless Mouse,Electronics,East,5,24.99,124.95
ORD-0653,2025-05-18,Paper Ream,Office Supplies,North,20,9.99,199.8
ORD-0654,2025-02-28,Stapler,Office Supplies,West,6,14.99,89.94
ORD-0655,2025-08-04,Paper Ream,Office Supplies,South,16,9.99,159.84
ORD-0656,2025-03-23,USB-C Hub,Electronics,West,2,39.99,79.98
ORD-0657,2025-07-14,Hoodie,Apparel,North,20,44.99,899.8
ORD-0658,2025-02-27,Monitor Arm,Furniture,West,16,89.99,1439.84
ORD-0659,2025-12-02,Wireless Mouse,Electronics,South,9,24.99,224.91
ORD-0660,2025-12-19,Desk Organizer,Office Supplies,North,17,19.99,339.83
ORD-0661,2025-06-27,Hoodie,Apparel,West,16,44.99,719.84
ORD-0662,2025-01-28,Bookshelf,Furniture,,20,129.99,2599.8
ORD-0663,2025-09-11,Bookshelf,Furniture,North,16,129.99,2079.84
ORD-0664,2025-06-19,Baseball Cap,Apparel,North,8,16.99,135.92
ORD-0665,2025-07-26,Bookshelf,Furniture,North,13,129.99,1689.87
ORD-0666,2025-08-18,Socks 3-Pack,Apparel,West,19,11.99,227.81
ORD-0667,2025-09-12,Baseball Cap,Apparel,North,4,16.99,67.96
ORD-0668,2025-01-19,Webcam HD,Electronics,North,14,79.99,1119.86
ORD-0669,2025-11-23,Mechanical Keyboard,Electronics,South,20,99.99,1999.8
ORD-0670,2025-01-28,Baseball Cap,Apparel,West,12,16.99,203.88
ORD-0671,2025-11-04,Desk Organizer,Office Supplies,East,20,19.99,399.8
ORD-0672,2025-12-04,Logo T-Shirt,Apparel,East,4,18.99,75.96
ORD-0673,2025-09-25,Stapler,Office Supplies,North,18,14.99,269.82
ORD-0674,2025-03-13,USB-C Hub,Electronics,West,16,39.99,639.84
ORD-0675,2025-04-11,Bluetooth Speaker,Electronics,West,20,59.99,1199.8
ORD-0676,2025-06-23,Monitor Arm,Furniture,West,7,89.99,629.93
ORD-0677,2025-08-19,Mechanical Keyboard,Electronics,South,4,99.99,399.96
ORD-0678,2025-01-25,Logo T-Shirt,Apparel,West,17,18.99,322.83
ORD-0679,2025-12-21,Rain Jacket,Apparel,South,6,69.99,419.94
ORD-0680,2025-11-07,Webcam HD,Electronics,West,20,79.99,1599.8
ORD-0681,2025-05-21,Rain Jacket,Apparel,East,8,69.99,559.92
ORD-0682,2025-03-12,Paper Ream,Office Supplies,East,5,9.99,49.95
ORD-0683,2025-04-13,Desk Organizer,Office Supplies,East,7,19.99,139.93
ORD-0684,2025-09-15,Gel Pens 10ct,Office Supplies,East,6,8.99,53.94
ORD-0685,2025-09-03,Bluetooth Speaker,Electronics,West,18,59.99,1079.82
ORD-0686,2025-09-25,Paper Ream,Office Supplies,West,1,9.99,9.99
ORD-0687,2025-04-13,Desk Lamp,Furniture,South,2,34.99,69.98
ORD-0688,2025-02-01,Stapler,Office Supplies,East,5,14.99,74.95
ORD-0689,2025-07-03,Bookshelf,Furniture,North,2,129.99,259.98
ORD-0690,2025-05-02,Bookshelf,Furniture,East,13,129.99,1689.87
ORD-0691,2025-08-02,Webcam HD,Electronics,East,13,79.99,1039.87
ORD-0692,2025-04-14,Wireless Mouse,Electronics,West,9,24.99,224.91
ORD-0693,2025-10-07,Standing Desk,Furniture,South,19,449.99,8549.81
ORD-0694,2025-04-01,Standing Desk,Furniture,North,15,449.99,6749.85
ORD-0695,2025-03-03,Office Chair,Furniture,West,17,189.99,3229.83
ORD-0696,2025-03-08,Desk Organizer,Office Supplies,East,9,19.99,179.91
ORD-0697,2025-12-30,Bluetooth Speaker,Electronics,North,15,59.99,899.85
ORD-0698,2025-01-27,Standing Desk,Furniture,East,20,449.99,8999.8
ORD-0699,2025-07-03,Rain Jacket,Apparel,East,18,69.99,1259.82
ORD-0700,2025-02-04,Office Chair,Furniture,South,17,189.99,3229.83
ORD-0701,2025-07-26,Rain Jacket,Apparel,South,18,69.99,1259.82
